ano,mes,dia,MSRP,valorUnitario,quantidadeEncomendada,vendas,linhaDeProduto_cod
2003,11,26,99,93.35,35,3267.25,6
2004,1,02,99,85.41,33,2818.53,6
2004,2,19,99,95.34,31,2955.54,6
2004,3,20,99,82.43,35,2885.05,6
2004,6,17,99,81.43,50,4071.5,6
2004,7,21,99,100.0,26,2969.46,6
2004,8,20,99,89.38,38,3396.44,6
2004,9,10,99,100.0,45,4692.6,6
2004,10,14,99,100.0,30,3515.7,6
2004,10,29,99,91.37,37,3380.69,6
2004,11,21,99,71.89,36,2588.04,6
2004,12,02,99,100.0,25,2854.75,6
2005,1,31,99,100.0,37,4025.6,6
2005,3,28,99,100.0,36,3789.72,6
2003,2,17,74,61.44,48,2949.12,5
2003,4,28,74,59.22,26,1539.72,5
2003,6,16,74,85.13,26,2213.38,5
2003,8,10,74,85.87,34,2919.58,5
2003,10,06,74,85.87,44,3778.28,5
2003,10,28,74,82.91,39,3233.49,5
2003,11,08,74,76.25,45,3431.25,5
2003,11,27,74,63.67,40,2546.8,5
2004,1,12,74,70.33,42,2953.86,5
2004,2,19,74,74.03,43,3183.29,5
2004,4,02,74,72.55,34,2466.7,5
2004,5,11,74,62.19,38,2363.22,5
2004,7,23,74,72.55,31,2249.05,5
2004,8,21,74,64.41,32,2061.12,5
2004,9,15,74,86.62,47,4071.14,5
2004,10,15,74,68.11,39,2656.29,5
2004,11,01,74,62.19,44,2736.36,5
2004,11,12,74,85.87,39,3348.93,5
2004,11,23,74,57.86,50,2893.0,5
2004,12,03,74,75.51,22,1661.22,5
2004,12,17,74,100.0,35,4277.35,5
2005,1,31,74,55.62,45,2502.9,5
2005,3,30,74,87.36,36,3144.96,5
2005,5,10,74,62.19,43,2674.17,5
2003,2,17,49,52.64,48,2526.72,5
2003,4,28,49,48.17,28,1348.76,5
2003,6,16,49,41.71,21,875.91,5
2003,8,10,49,50.65,37,1874.05,5
2003,10,06,49,49.16,34,1671.44,5
2003,11,08,49,51.15,45,2301.75,5
2003,11,14,49,52.14,28,1459.92,5
2003,11,26,49,41.71,29,1209.59,5
2004,1,09,49,44.69,48,2145.12,5
2004,2,19,49,45.69,31,1416.39,5
2004,5,08,49,57.61,32,1843.52,5
2004,7,21,49,58.6,32,1875.2,5
2004,8,20,49,57.61,43,2477.23,5
2004,9,15,49,45.19,21,948.99,5
2004,10,14,49,53.63,34,1823.42,5
2004,11,01,49,43.7,34,1485.8,5
2004,11,15,49,86.13,44,3789.72,5
2004,11,23,49,76.31,27,2060.37,5
2004,12,03,49,52.64,49,2579.36,5
2004,12,17,49,95.2,23,2189.6,5
2005,1,31,49,64.97,25,1624.25,5
2005,3,30,49,40.22,34,1367.48,5
2005,4,01,49,56.12,20,1122.4,5
2003,2,11,54,56.78,25,1419.5,6
2003,4,16,54,43.68,50,2184.0,6
2003,6,12,54,64.97,32,2079.04,6
2003,8,08,54,44.23,39,1724.97,6
2003,9,28,54,60.06,50,3003.0,6
2003,11,07,54,50.23,40,2009.2,6
2003,11,14,54,64.43,28,1804.04,6
2003,11,26,54,50.23,42,2109.66,6
2004,1,02,54,63.88,42,2682.96,6
2004,2,19,54,63.34,36,2280.24,6
2004,3,20,54,49.69,24,1192.56,6
2004,6,17,54,50.78,29,1472.62,6
2004,7,21,54,45.86,37,1696.82,6
2004,8,20,54,51.32,33,1693.56,6
2004,9,09,54,60.06,32,1921.92,6
2004,10,14,54,59.51,35,2082.85,6
2004,10,29,54,55.69,40,2227.6,6
2004,11,21,54,97.16,42,4080.72,6
2004,12,02,54,100.0,20,2244.4,6
2005,1,31,54,100.0,29,3978.51,6
2005,3,28,54,62.24,34,2116.16,6
